mcg,gvh,lip,chg,aac,alm1,alm2,label_encoded
0.7226431150273189,0.9705266060634878,-0.18641092980036097,-0.061199006136211535,1.366687933221153,0.7978428723704303,1.0193801573222796,1
-0.7115438241766522,-0.5544099220464629,-0.18641092980036097,-0.061199006136211535,0.2937855539191033,-0.8502007618146914,-0.43739489864486086,0
-0.7646618589619845,0.04230437156177874,-0.18641092980036097,-0.061199006136211535,0.9540331719511336,0.9861907162773009,1.1650576629189937,1
-0.33971758067932634,-0.8859178629399304,-0.18641092980036097,-0.061199006136211535,0.2937855539191033,-0.7089398788845382,-0.2917173930481467,0
-0.8177798937473164,-1.4826321565481717,-0.18641092980036097,-0.061199006136211535,-0.696585873128943,-0.7089398788845382,-0.2917173930481467,0
0.03210866281799952,0.44011390063393935,-0.18641092980036097,-0.061199006136211535,1.7793426944911717,0.5153211065101235,0.7765843146610899,1
1.838121845519296,0.2412091360978594,-0.18641092980036097,-0.061199006136211535,2.1094665035071873,1.975016896788374,0.9708209887900415,4
0.6164070454566543,-0.9522194511186239,-0.18641092980036097,-0.061199006136211535,-0.036338255096912304,-0.7089398788845382,-0.2917173930481467,0
-1.13648810245931,-0.8196162747612368,-0.18641092980036097,-0.061199006136211535,0.0461926971570916,-0.8031138008379736,-0.3888357301126228,0
1.0944693585246443,0.9042250178847943,-0.18641092980036097,-0.061199006136211535,-0.2014001596049201,0.044451496742946024,-0.14603988745143276,7
-0.7646618589619845,-0.8859178629399304,-0.18641092980036097,-0.061199006136211535,-1.604426347922985,-0.7560268398612557,-0.3402765615803848,0
-2.0926127285952907,-0.09029880479560838,-0.18641092980036097,-0.061199006136211535,-0.696585873128943,0.7978428723704303,-1.4085782692896214,1
0.5101709758859897,0.37381231245524654,-0.18641092980036097,-0.061199006136211535,0.4588474584271111,1.409973365067761,1.5535310111768978,1
-0.286599545893994,-1.0848226274760107,-0.18641092980036097,-0.061199006136211535,-1.604426347922985,-0.8031138008379736,-0.3402765615803848,0
-1.1896061372446423,-1.350028980190785,-0.18641092980036097,-0.061199006136211535,1.7793426944911717,-1.0385486057215623,-0.5345132357093367,0
0.19146276717399643,-0.5544099220464629,-0.18641092980036097,-0.061199006136211535,-2.7598596794790384,-0.9914616447448448,-0.5345132357093367,0
1.0413513237393122,0.9705266060634878,-0.18641092980036097,-0.061199006136211535,1.1190950764591414,-0.09680938618720737,-0.43739489864486086,7
-0.33971758067932634,-0.6870130984038497,-0.18641092980036097,-0.061199006136211535,0.7064403151891219,1.1745385601841722,1.359294337047946,1
-0.6584257893913198,0.1086059597404723,-0.18641092980036097,-0.061199006136211535,-0.6140549208749392,-0.3793311520475139,-0.680190741306051,0
2.1037120194459575,0.30751072427655296,-0.18641092980036097,-0.061199006136211535,0.1287236494110955,1.0332776772540186,1.2621759999834699,1
-0.49907168503532295,-0.28920356933168867,-0.18641092980036097,-0.061199006136211535,0.2112546016650994,-0.04972242521048957,0.2909926293387098,0
-0.8177798937473164,-0.28920356933168867,-0.18641092980036097,-0.061199006136211535,0.2112546016650994,-0.7089398788845382,-0.2917173930481467,0
-1.4020782763859716,-1.2174258038333978,-0.18641092980036097,-0.061199006136211535,0.4588474584271111,-1.1798094886517156,-0.7287499098382889,0
0.403934906315325,0.5727170769913265,-0.18641092980036097,-0.061199006136211535,-0.8616477776369504,-0.14389634716392516,-0.8258682469027648,7
